Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Subgroup estimates,Overall estimates,Test for subgroup differences,Swap event and non-event,Study CI,Estimate CI,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,Heterogeneity Tau²,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
14,3,Clinical improvement: participants discharged from hospital,Subgroup analysis: pre-existing condition respiratory disease for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,31,43,28,43,1.112912,0.833836,1.485392,0.0,0.566641,1,0.451597,0.0,0.726282,0.467666,0.56409,1,0.452617,0.0,analysis:432292809116486956
15,1,All-cause mortality at up to day 28,Subgroup analysis: pre-existing condition hypertension for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,8,83,21,82,0.466544,0.216041,1.007509,0.0,2.05173,3,0.56174,0.0,1.940918,0.052268,0.448316,1,0.503136,0.0,analysis:430777339005048648
15,2,Clinical improvement: participants discharged from hospital,Subgroup analysis: pre-existing condition hypertension for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,31,43,28,43,1.127128,0.78402,1.620391,0.020255,1.325723,1,0.249568,24.569453,0.646168,0.518171,1.321892,1,0.250253,24.350846,analysis:432292465876141440
16,1,All-cause mortality at up to day 28,Subgroup analysis: age of participants for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,8,83,21,82,0.453916,0.218639,0.942375,0.0,2.624772,3,0.453163,0.0,2.119211,0.034073,2.482366,3,0.478487,0.0,analysis:430775148591115192
16,2,"Clinical worsening: need for invasive mechanical ventilation, or death",Subgroup analysis: age of participants for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,1767,6287,1654,5755,0.988769,0.869035,1.125001,0.009552,9.530069,3,0.023014,68.520691,0.171498,0.863833,9.38849,3,0.024548,68.04598,analysis:430774569281971441
16,3,Clinical improvement: participants discharged from hospital,Subgroup analysis: age of participants for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,3863,5838,3850,5806,0.99922,0.975757,1.023247,0.0,1.209607,3,0.750701,0.0,0.064346,0.948694,1.150981,3,0.764783,0.0,analysis:430804592488705528
17,1,All-cause mortality at up to day 28,Subgroup analysis: age of participants for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,1,206,1,210,1.057352,0.106863,10.461974,0.092377,1.034956,1,0.308998,3.377539,0.04769,0.961964,1.034931,1,0.309004,3.375184,analysis:432860382211907851
17,2,Admission to hospital or death within 28 days,Subgroup analysis: age of participants for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,28,797,58,798,0.517873,0.319602,0.839146,0.035682,3.496978,3,0.321154,14.211653,2.67211,0.007538,2.775876,1,0.095694,63.975332,analysis:432861038792979438
17,3,All initial symptoms resolved (asymptomatic) at up to day 28,Subgroup analysis: age of participants for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,151,206,138,210,1.111529,0.978702,1.262382,0.0,0.753121,1,0.38549,0.0,1.628416,0.103437,0.743185,1,0.388643,0.0,analysis:432863343723988897
18,1,All-cause mortality at up to day 28,Subgroup analysis: sex of participants for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,18,152,29,105,0.361375,0.170367,0.766532,0.240757,5.995812,4,0.199461,33.286767,2.652969,0.007979,0.967751,1,0.325242,0.0,analysis:430774918013970629
18,2,Clinical worsening: need for invasive mechanical ventilation or death,Subgroup analysis: sex of participants for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,1826,5338,1721,5994,1.096648,0.881484,1.364332,0.053673,40.594522,5,0.0,87.683067,0.82792,0.407716,4.104085,1,0.04278,75.634031,analysis:430576904777815898
18,3,Clinical improvement: participants discharged from hospital,Subgroup analysis: sex of participants for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,3863,5838,3850,5806,0.996113,0.970702,1.022189,0.0,0.696475,3,0.874033,0.0,0.295383,0.767701,0.245646,1,0.620158,0.0,analysis:430804673104801369
19,1,All-cause mortality at up to day 28,Subgroup analysis: sex of participants for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,1,206,1,210,0.969325,0.061157,15.363614,0.0,0.0,0,1.0,0.0,0.022099,0.982369,0.0,0,1.0,0.0,analysis:432860329879313029
19,2,Admission to hospital or death within 28 days,Subgroup analysis: sex of participants for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,28,797,58,798,0.495203,0.317233,0.773016,0.0,1.571871,3,0.665785,0.0,3.093059,0.001981,0.448121,1,0.503229,0.0,analysis:432860890189574779
19,3,All initial symptoms resolved (asymptomatic) at up to day 28,Subgroup analysis: sex of participants for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,151,206,138,210,1.113,0.979932,1.264137,0.0,0.127182,1,0.721372,0.0,1.647916,0.09937,0.126126,1,0.722483,0.0,analysis:432863802084870277
20,1,All-cause mortality at up to day 28,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,2023,9282,1988,8818,0.92873,0.817855,1.054637,0.015014,28.326937,19,0.077336,32.926034,1.139856,0.254346,0.006136,1,0.937562,0.0,analysis:432697937721864937
20,2,"Clinical worsening: need for invasive mechanical ventilation, or death at up to day 28",Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,2011,6914,1909,6642,1.018827,0.956298,1.085444,5.96E-4,4.319459,4,0.364495,7.39581,0.577179,0.563818,0.078869,1,0.778836,0.0,analysis:432699300598040268
20,3,Clinical improvement: participants discharged from hospital,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,4361,6517,4124,6204,0.998718,0.974616,1.023415,0.0,2.925541,5,0.711464,0.0,0.10296,0.917995,0.101974,1,0.749473,0.0,analysis:432699458422884268
20,4,Grades 3 and 4 adverse events,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,102,795,69,676,1.179166,0.771988,1.801106,0.0715,4.217902,2,0.121365,52.583059,0.762562,0.445724,3.173407,1,0.074846,68.48813,analysis:432699504059271555
20,5,Serious adverse events,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,186,2716,105,1264,1.001368,0.810427,1.237295,0.0,2.60289,4,0.626311,0.0,0.012662,0.989897,1.573035,1,0.209767,36.428627,analysis:432699508304693725
21,1,All-cause mortality at up to day 28,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus standard plasma for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,24,136,17,125,0.984604,0.530538,1.827286,0.0,1.288186,2,0.525139,0.0,0.04918,0.960776,0.126002,1,0.722614,0.0,analysis:432699650149239447
21,2,Clinical worsening: need for invasive mechanical ventilation or death at up to day 28,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus standard plasma for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,2,16,0,18,5.588235,0.288126,108.384467,0.0,0.0,0,1.0,0.0,1.137408,0.255368,0.0,0,1.0,0.0,analysis:432699656063994635
21,3,Serious adverse events,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus standard plasma for individuals with moderate to severe disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,18,75,5,33,1.138424,0.477654,2.71328,0.0,0.396726,1,0.528785,0.0,0.292568,0.769852,0.0,0,1.0,0.0,analysis:432699661441354530
22,1,All-cause mortality at up tp day 28,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,2,268,6,268,0.403956,0.093649,1.742475,0.0,0.273909,1,0.600722,0.0,1.215393,0.224216,0.269581,1,0.603613,0.0,analysis:432765411766667999
22,2,Grades 3 and 4 adverse events,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,27,188,21,188,1.285714,0.754336,2.191413,0.0,0.0,0,1.0,0.0,0.923739,0.355622,0.0,0,1.0,0.0,analysis:432765440553749285
22,3,Serious adverse events,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus placebo or standard care alone for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,25,188,22,188,1.136364,0.664801,1.942418,0.0,0.0,0,1.0,0.0,0.467354,0.640246,0.0,0,1.0,0.0,analysis:432765443503131452
23,1,All-cause mortality at up to day 28,Subgroup analysis: income levels of countries for the comparison of convalescent plasma versus standard plasma for outpatients with mild disease,Custom input,"#N/A",Dichotomous,true,,,,,,,,,MH,Risk Ratio,,Random effect,true,true,true,false,95%,95%,1,794,3,793,0.617626,0.03041,12.54407,2.258339,1.914456,1,0.166469,47.765844,0.313654,0.753784,0.0,0,1.0,0.0,analysis:432765568948472702
